Tahun,Minggu,Negeri,Daerah/Zon/PBT,Lokaliti,Jumlah Kes Terkumpul,Tempoh Wabak Berlaku (Hari)
2013,48,Selangor,Petaling,Seksyen 7 Shah Alam Teres B Zon B (Jln 7/24- 7/27),44,103
2013,48,Selangor,Petaling,Ss 2 (Timur),32,99
2013,48,Selangor,Petaling,Ss 2 (Selatan),31,95
2013,48,Selangor,Petaling,Seksyen 7 Shah Alam Teres A Zon A (Jln 7/11- 7/22),26,93
2013,48,Selangor,Hulu Langat,Jalan 8/1-15 Seksyen 8 Bandar Baru Bangi,31,82
2013,48,Selangor,Hulu Langat,Flat Sri Nilam Bandar Baru Ampang,40,81
2013,48,Selangor,Hulu Langat,Seksyen 2 Bandar Rinching,22,74
2013,48,Selangor,Sepang,Taman Desa Sentosa,102,72
2013,48,Selangor,Hulu Langat,Jalan 7/3 Seksyen 7 Bandar Baru Bangi,22,70
2013,48,Selangor,Hulu Langat,City Garden Palm Villa Kondo Taman Cempaka,43,69
2013,48,Selangor,Hulu Langat,Batu 12 1/2 Jalan Cheras- Kajang,16,69
2013,48,Selangor,Hulu Langat,Seksyen 7 Bandar Sri Putra,11,69
2013,48,Selangor,Petaling,Pjs 9 Lagoon Perdana,25,67
2013,48,Selangor,Petaling,Pusat Bandar Puchong  5 ( Sri Jati ),14,67
2013,48,Selangor,Hulu Langat,Pangsapuri Mewah Taman Damai Mewah,12,66
2013,48,Selangor,Petaling,Seksyen  3 Uitm Shah Alam Kolej Jati,22,66
2013,48,Selangor,Petaling,"Seksyen 7E B Pusat Komersial (Jalan Aa7/Aa
& Ac7/Ac & Jalan U7/U - Z7/Z)",23,65
2013,48,Selangor,Hulu Langat,Jalan Nirwana 1-17 Taman Nirwana,24,65
2013,48,Selangor,Petaling,Ss 19/1 Subang Jaya,22,63
2013,48,Selangor,Petaling,Pju 9 Sd 7,26,62
2013,48,Selangor,Hulu Langat,Pangsapuri Delima Taman Pinggiran Delima,15,62
2013,48,Selangor,Petaling,Pjs 10 Kondo Ridzuan,19,62
2013,48,Selangor,Petaling,Seksyen 27 Apartment Ixora,26,61
2013,48,Selangor,Petaling,Pjs 2C Taman Medan,16,61
2013,48,Selangor,Petaling,Bandar  Bukit Puchong  1 (Flat Bandar Bukit Puchong),14,60
2013,48,Selangor,Hulu Langat,Jalan 4/9 Seksyen 4 Bandar Baru Bangi,14,60
2013,48,Selangor,Petaling,Seksyen U5 Pangsapuri Subang Suria,13,60
2013,48,Selangor,Hulu Langat,Apartment Sri Pinang Taman Nirwana,26,58
2013,48,Selangor,Hulu Langat,Jalan Tps 3 Taman Pelangi Semenyih,32,58
2013,48,Selangor,Petaling,"Seksyen 7 Shah Alam Teres B Zon C (Jalan 7/31
- 7/35)",52,58
2013,48,Selangor,Petaling,Ss 3 ( Taman Universiti ),22,56
2013,48,Selangor,Petaling,"Taman  Equini
(Jalan Putra Permai 2)",14,55
2013,48,Selangor,Hulu Langat,"Jalan 8,15,17&14A Taman Cempaka",13,54
2013,48,Selangor,Hulu Langat,Jalan 9/9A-M Seksyen 9 Bandar Baru Bangi,19,54
2013,48,Selangor,Petaling,"Pjs 6 Flat Desa Mentari 2
(Blok 4, 5 , 6)",9,54
2013,48,Selangor,Hulu Langat,Jalan 15/1 Seksyen 15 Bandar Baru Bangi,20,53
2013,48,Selangor,Petaling,"Pju 5 Sek 11 Gugusan
Dedap 2 (Blok 6-10)",14,52
2013,48,Selangor,Petaling,Seksyen 8 Teres B2 (Jalan 8/14 - Jalan 8/28),42,52
2013,48,Selangor,Hulu Langat,Jalan 3/1-15 Seksyen 3 Bandar Baru Bangi,27,51
2013,48,Selangor,Hulu Langat,Kampung Baru Bangi Lama,8,50
2013,48,Selangor,Petaling,"Pju 10 Apartmentidaman 2 ( Blok E,F,G,O,P,Q,R,S )",15,49
2013,48,Selangor,Hulu Langat,Jalan Inang 1/9-11/9 Bandar Mahkota Cheras,11,49
2013,48,Selangor,Hulu Langat,Apartment Taman Bukit Mewah,10,49
2013,48,Selangor,Petaling,Pju 3 (Riana Green Condo),12,47
2013,48,Selangor,Hulu Langat,Apartment Sri Tanjung Seksyen 7 Bandar Baru Bangi,9,47
2013,48,Selangor,Petaling,Pju 5 Seksyen 6,19,46
2013,48,Selangor,Hulu Langat,Casa Villa Condo Sungai Chua,11,45
2013,48,Selangor,Gombak,Apartment Casmaria,16,44
2013,48,Selangor,Hulu Langat,Taman Sri Bangi,6,44
2013,48,Selangor,Hulu Langat,Taman Taming Impian,22,43
2013,48,Selangor,Petaling,Seksyen 51A ( Rumah Teres ),7,42
2013,48,Selangor,Petaling,Taman Universiti Indah ( Jalan 1/11 - 1/29 ),5,42
2013,48,Selangor,Petaling,Seksyen  13 (Kondo Sri Acapella),11,42
2013,48,Selangor,Hulu Langat,Flat  A1-A6 Taman Pandan Mewah,9,43
2013,48,Selangor,Hulu Langat,Jalan Melortaman Sri Ramal,8,41
2013,48,Selangor,Petaling,Pju 8 Metropolitan Square Condo,12,40
2013,48,Selangor,Petaling,Bandar Bukit Puchong Vista Prima,20,40
2013,48,Selangor,Petaling,Pjs 5 Flat Desa Ria,21,40
2013,48,Selangor,Hulu Langat,Jalan 2/3-2/13 Taman Kosas,5,39
2013,48,Selangor,Hulu Langat,"Jalan 1-10,12 Taman Harmoni  Semenyih",7,39
2013,48,Selangor,Petaling,Seksyen 7 Shah Alam Kondominium Kristal Height,9,37
2013,48,Selangor,Petaling,"Seksyen 20 Teres D
( Jalan 20/12 - 20/13F )",7,36
2013,48,Selangor,Petaling,Taman Sri Andalas Seri Kembangan,8,35
2013,48,Selangor,Petaling,Pju 1 Kg Cempaka,10,34
2013,48,Selangor,Sepang,Asrama Kilang Wrp,69,34
2013,48,Selangor,Sepang,Apartment  Cempaka Bukit Punchong  2,10,34
2013,48,Selangor,Petaling,Pjs 10 Taman Sri Subang,10,32
2013,48,Selangor,Gombak,Selayang Baru  8,9,31
2013,48,Selangor,Petaling,Pjs 10 Taman Dato Hormat,5,31
2013,49,Selangor,Petaling,"Pjs Mentari Court 1 ( Blok A, B, C, D)",119,174
2013,49,Selangor,Petaling,Seksyen 7 Shah Alaf Flat A (Blok 1-Blok 12 & Bl K 38 -Blok 43),169,153
2013,49,Selangor,Petaling,Seksyen 7 Shah Alam Flat C (Blok 44 - Blok 51),73,146
2013,49,Selangor,Petaling,Seksyen 7 Shah Alam Flat B (Blok 13 - Blok 37),82,132
2013,49,Selangor,Petaling,Seksyen 7 Shah Alam  Teres B Zon A (Jin 7/29-7/30 Jin A7/A-F7/F),48,126
2013,49,Selangor,Petaling,Seksyen 7 Shah Alam Teres B Zon B (Jin 7/24-7/27,46,110
2013,49,Selangor,Petaling,Seksyen 7 Shah Alam Teres A Zon A (Jin 7/11-7/22,27,100
2013,49,Selangor,Petaling,Ss 2 (Timur),32,106
2013,49,Selangor,Hulu Langat,Jln 8/1 1-15 Seksyen 8 Bandar Baru Bangi,32,89
2013,49,Selangor,Hulu Langat,Flat Sri Nilam Bandar Baru Ampang,42,88
2013,49,Selangor,Hulu Langat,Jalan 7/3 Seksyen 7 Bandar Baru Bangi,26,77
2013,49,Selangor,Hulu Langat,City Garden Palm Villa Kondo Taman Cempaka,43,76
2013,49,Selangor,Hulu Langat,Batu 12 1/2 Jalan Cheras - Kajang,16,76
2013,49,Selangor,Petaling,Pjs 9 Lagoon Perdana,34,74
2013,49,Selangor,Petaling,Pusat Bandar Puchong 5 (Sri Jati),17,74
2013,49,Selangor,Petaling,Seksyen 3 Uitm Shah Alam Kolej Jati,25,73
2013,49,Selangor,Hulu Langat,Jalan Nirwana 1-17 Taman Nirwana,24,72
2013,49,Selangor,Petaling,Ss 19/1 Subang Jaya,23,70
2013,49,Selangor,Hulu Langat,Pangsapuri Delima Taman Pinggiran Delima,17,69
2013,49,Selangor,Petaling,Pjs 10 Kondo Ridzl An,24,69
2013,49,Selangor,Petaling,Seksyen 27 Apartme Nt Lxora,28,68
2013,49,Selangor,Petaling,Pjs 2C Taman Med;:In,18,68
2013,49,Selangor,Petaling,Seksyen Us Pangsapuri  Subang Suria,14,67
2013,49,Selangor,Hulu Langat,Jalan Tps 3 Taman Pelangi Semenyih,41,65
2013,49,Selangor,Petaling,Seksyen 7 Shah Alam Teres B Zon C (Jalan 7/31 - 7/35),66,65
2013,49,Selangor,Petaling, Ss 3 ( Taman Universiti),25,63
2013,49,Selangor,Petaling,Taman  Equini (Jalan Putra Permai 2)   ,20,62
2013,49,Selangor,Petaling,"  Pjs 6 Flat Desa Mentari 2 (Blok 4, 5 , 6)",11,61
2013,49,Selangor,Hulu Langat,Jalan 15/1 Seksyen 15 Bandar Baru Bangi,23,60
2013,49,Selangor,Petaling,Seksyen 8 Jalan B2 ( Jalan 8/14 - Jalan 8/28),47,59
2013,49,Selangor,Hulu Langat,Kampung Baru Bangi Lama,9,57
2013,49,Selangor,Hulu Langat,Apartmen Taman Bukit Mewah,12,56
2013,49,Selangor,Petaling,"Pju 10 Apartmen Idamn 2 Blok ( E, F, G, O, P, Q, R, S )",16,56
2013,49,Selangor,Petaling,Taman Pinggiran Putra (Putra Permai Selesa Apartment),12,55
2013,49,Selangor,Hulu Langat,Apartment Sri Tanjur Seksyen 7 Bandar Baru Bangi,10,54
2013,49,Selangor,Petaling,Pju 3 (Riana Green Condo),12,54
2013,49,Selangor,Petaling,Pju 5 Seksyen 6,23,53
2013,49,Selangor,Hulu Langat,Casa Villa Condo Su Chua,15,52
2013,49,Selangor,Gombak,Apartment  Casmaria,17,51
2013,49,Selangor,Hulu Langat,"Flat  A1-A6 Taman Pandan
Mewah",10,50
2013,49,Selangor,Hulu Langat,Taman Taming Lmpian,24,50
2013,49,Selangor,Petaling,Seksyen 51A ( Rumph Teres ),8,49
2013,49,Selangor,Petaling,"Seksyen 13
(Kondo Sri Acapella •",15,49
2013,49,Selangor,Petaling,Bandar Bukit Pucho Hg Vista Prima,21,47
2013,49,Selangor,Petaling,Pjs 5 Flat Desa Rial,22,47
2013,49,Selangor,Petaling,Pju 8 Metropolitan Condo,17,47
2013,49,Selangor,Petaling,Seksyen 7 Shah Ala M  Kondominium Krista Height                    ,13,44
2013,49,Selangor,Petaling,Seksyen 20 Teres D ( Jalan 20/12 - 20/13F ),9,43
2013,49,Selangor,Sepang,Asrama Kilang Wri,70,41
2013,49,Selangor,Petaling,Pju 1 Kg Cempaka,11,41
2013,49,Selangor,Petaling,Pjs 10 Taman Sri S Bang,12,39
2013,49,Selangor,Petaling,Pjs 10 Taman Dato Hormat,7,38
2013,49,Selangor,Petaling,Pusat Bandar Pucho Ng (Jalan Wawasan 3),7,37
2013,49,Selangor,Hulu Langat,"Pangsapuri Cheras Wtama
I",10,37
2013,49,Selangor,Petaling,Pjs 1 (Flat Taman 4Etaling Utama),6,37
2013,49,Selangor,Petaling,Pju 5 Seksyen 4 Gl Gusan Semarak,8,37
2013,49,Selangor,Hulu Selangor,Kg Dato' Harun,8,36
2013,49,Selangor,Petaling,Seksyen 17 ( A ) Petaling Jaya,6,34
2013,49,Selangor,Hulu Langat,Taman Dalma Semenyih,4,33
2013,49,Selangor,Petaling,Seksyen 1 Uitm Sh H Alam Kolej Mawar,4,33
2013,49,Selangor,Petaling,Pju 9 Sd 9            ,5,32
2013,49,Selangor,Petaling,"Seksyen  20 Taman    Armount
I",7,32
2013,49,Selangor,Petaling,Taman Lestari Putra,9,32
2013,49,Selangor,Hulu Langat,Apertment Seksyen Bandar Baru Sangi,4,32
2013,49,Selangor,Hulu Langat,Taman Sungai Jelok J,16,32
2013,49,Selangor,Gombak,Taman Berjaya,12,31
2013,49,Selangor,Petaling,Seksyen 1 Uitm Shah Alam Kolej Perindu       ,4,31
2013,49,Selangor,Hulu Langat,Jalan Bm 11-27 Tar Nan Bukit Mewah,5,31
2013,50,Selangor,Petaling,"Pjs 8 Mentari Court  1 (Blok 123
A, B, C,D)",123,81
2013,50,Selangor,Petaling,Seksyen 7 Shah Alam Flat A Blok 1 - Blok12 & Blok 38 - Blok 43),172,160
2013,50,Selangor,Petaling,"Seksyen 7 Shah Alam Flat C (Blok 44 - Blok 51)     
",73,153
2013,50,Selangor,Petaling,"Seksyen 7 Shah Alam  Flat B (Blok 13 - Blok 37)       
",84,139
2013,50,Selangor,Petaling,"Seksyen 7 Shah Alam Teres B        
Zon B (Jin 7/24- 7/27)",46,117
2013,50,Selangor,Petaling,"Seksyen 7 Shah Alam Teres A         
Zon A (Jin 7/11-7/22)",27,107
2013,50,Selangor,Hulu Langat,Jalan 8/1-15 Seksyen 8 Bandar Baru Bangi ,32,96
2013,50,Selangor,Hulu Langat,Flat Sri Nilam Bandar Baru Ampang  ,46,95
2013,50,Selangor,Hulu Langat,Jalan 7/3 Seksyen  7 Bandar Baru Bangi,27,84
2013,50,Selangor,Petaling,Pjs 9 Lagoon Perdana                    ,39,81
2013,50,Selangor,Petaling,Pusat Bandar Puchong  5 ( Sri Jati),18,81
2013,50,Selangor,Petaling,Seksyen  3 Uitm Shah Alam Kolej Jati,25,80
2013,50,Selangor,Hulu Langat,"Jalan Nirwana 1-17 Taman Nirwana         
",26,79
2013,50,Selangor,Petaling,"Seksyen 7E B Pusat Komersial (Jalan Aa7/Aa &       
Ac7/Ac & Jalan U7/U - Z7/Z",27,79
2013,50,Selangor,Petaling,Ss 19/1 Subang Jaya                     ,24,77
2013,50,Selangor,Petaling,Pjs 10 Kondo Ridzuan,28,76
2013,50,Selangor,Hulu Langat,Pangsapuri Delima Taman Pinggiran Delima,17,76
2013,50,Selangor,Petaling,Pjs 2C Taman Medan,19,75
2013,50,Selangor,Petaling,Seksyen 27 Apartment Lxora,31,75
2013,50,Selangor,Petaling,Seksyen U5 Pangsapuri Subang Suria,15,74
2013,50,Selangor,Petaling,Bandar  Bukit Puchong  1 (Flat Bandar Bukit Puchong),16,74
2013,50,Selangor,Petaling,Seksyen 7 Shah Alam Teres B Zon C (Jalan 7/31 - 7/35),72,72
2013,50,Selangor,Hulu Langat,Jalan Tps 3 Taman  Pelangi Semenyih,42,72
2013,50,Selangor,Petaling,Ss 3 ( Taman Universiti ),25,70
2013,50,Selangor,Petaling,Taman  Equini (Jalan Putra Permai 2),22,69
2013,50,Selangor,Petaling,"Pjs 6 Flat Desa Mentari 2
(Blok 4, 5 , 6)",11,68
2013,50,Selangor,Hulu Langat,"Jalan 8,15,17&14A Taman Cempaka",15,68
2013,50,Selangor,Hulu Langat,Jalan 15/1 Seksyen 15 Bandar Baru Sangi,24,67
2013,50,Selangor,Petaling,Seksyen 8 Teres B2 (Jalan 8/14 - Jalan 8/28),52,66
2013,50,Selangor,Hulu Langat,Kampung Baru Sangi Lama,9,64
2013,50,Selangor,Petaling,"Pju 10 Apartmentldaman  2 ( Blok E,F,G,O,P,Q ,R,S )",17,63
2013,50,Selangor,Hulu Langat,· Apartment Taman Bukit Mewah,13,63
2013,50,Selangor,Petaling,Taman Pinggiran Putra (Putra Permai Selesa Apartment),13,62
2013,50,Selangor,Hulu Langat,Apartment Sri Tanjung Seksyen 7 Bandar Baru Sangi,11,61
2013,50,Selangor,Petaling,Pju 5 Seksyen 6,25,60
2013,50,Selangor,Hulu Langat,Casa Villa Condo Sungai Chua,15,59
2013,50,Selangor,Gombak,Apartment  Casmaria,18,58
2013,50,Selangor,Hulu Langat,Flat  A1-A6 Taman Pandan Mewah,11,57
2013,50,Selangor,Hulu Langat,Taman Taming Lmpian,24,57
2013,50,Selangor,Petaling,Seksyen 51A ( Rumah Teres ),8,56
2013,50,Selangor,Petaling,Taman Universiti Lndah ( Jalan 1/11 - 1/29 ),6,56
2013,50,Selangor,Petaling,Seksyen 13 (Kondo Sri Acapella),16,56
2013,50,Selangor,Petaling,Pjs 5 Flat Desa Ria,27,54
2013,50,Selangor,Petaling,Pju 8 Metropolitan Square Condo,18,54
2013,50,Selangor,Petaling,Bandar Bukit Puchong Vista Prima,28,54
2013,50,Selangor,Petaling,Seksyen 7 Shah Alam Kondominium Kristal Height,13,51
2013,50,Selangor,Petaling,Pju 1 Kg Cempaka,11,48
2013,50,Selangor,Sepang,Asrama Kilang  Wrp,71,48
2013,50,Selangor,Petaling,Pjs 10 Taman Sri Subang,13,46
2013,50,Selangor,Hulu Langat,Pangsapuri Cheras Utama,10,44
2013,50,Selangor,Petaling,Pjs 1 (Flat Taman Petaling Utama),8,44
2013,50,Selangor,Petaling,Pju 5 Seksyen 4 Gugusan Semarak,8,44
2013,50,Selangor,Hulu Selangor,Kg Dato' Harun,9,43
2013,50,Selangor,Petaling,Seksyen  20 Taman Parmount,7,39
2013,50,Selangor,Hulu Langat,Apertment Seksyen 4 Bandar Baru Bangi,4,39
2013,50,Selangor,Petaling,Taman Lestari Putra 4,10,39
2013,50,Selangor,Hulu Langat,Taman Sungai Jelok,17,39
2013,50,Selangor,Gombak,Taman Berjaya,13,38
2013,50,Selangor,Hulu Langat,Pangsapuri Pandan Cahaya,11,37
2013,50,Selangor,Petaling,Pusat Bandar Puchong (Jalan Wawasan 2),7,37
2013,50,Selangor,Petaling,"Ss 9A 2 ( Jalan 9A/1,2,4,13,14,15,16,18,19  )",7,37
2013,50,Selangor,Hulu Langat,Jalan 4/3 Seksyen 4 Bandar Baru Bangi,13,36
2013,50,Selangor,Petaling,Seksyen 18 (Uitm-Kolej Akasia),28,35
2013,50,Selangor,Petaling,Taman Serdang Perdana ( South City Condo ),8,35
2013,50,Selangor,Petaling,Seri Kembangan (The Heritage),20,34
2013,50,Selangor,Petaling,Ss 7 Kelana Puteri Kondo,4,34
2013,50,Selangor,Hulu Langat,Kolej Kemahiran Mara Beranang,5,34
2013,50,Selangor,Petaling,Seksyen  7 Pangsapuri Kristal,17,34
2013,50,Selangor,Hulu Langat,Taman Muhibbah,4,34
2013,50,Selangor,Hulu Langat,Flat Taman Dagang,6,34
2013,50,Selangor,Hulu Langat,Taman Tenaga,9,34
2013,50,N. Sembilan,Seremban,Vision Homes,8,33
2013,50,Selangor,Petaling,"Putra Height 2
( Jalan Putra Bistari )",6,33
2013,50,Selangor,Petaling,Pusat Bandar Puchong ( Kuarters Mpsj ),5,33
2013,50,Selangor,Hulu Langat,Jalan Kp 7-10 Taman Kajang Perdana,6,33
2013,50,Selangor,Gombak,Taman Rawang Perdana Fasa 10,22,33
2013,50,Selangor,Hulu Langat,Lorong Dato Mufti 1-6 Kampung Dato Mufti,5,33
2013,50,Selangor,Hulu Langat,Pangsapuri  Prima Saujana Kajang,7,33
2013,50,Selangor,Petaling,Seksyen 16 Kuarters Suk,9,33
2013,50,Selangor,Petaling,Ss 8 Petaling Jaya,5,32
2013,50,Selangor,Petaling,Bandar Bukit Puchong 3,11,32
2013,50,Selangor,Petaling,Putra Height 8 (Putra Bahagia),4,32
2013,50,Selangor,Hulu Selangor,Jalan Orkid Bs,15,32
2013,50,Selangor,Hulu Langat,Rumah Kongsi Prima Saujana,4,32
2013,50,Selangor,Gombak,Taman Greenwood Zan 1,8,31
2013,50,Selangor,Hulu Langat,"Apartment   Lntana Ria
Seksyen  7 Bandar Baru Bangi",6,31
2013,50,Selangor,Hulu Langat,Jalan Tps 2 Taman Pelang Semenyih,6,31
2013,50,Selangor,Petaling,Seksyen 18 (Uitm-Kolej Cemara),13,31
2013,50,Selangor,Petaling,Seksyen 18 Teres D,10,31
2013,52,Selangor,Petaling,"Pjs 8 Mentari Court  1     (Blok A, B, C,D)",129,195
2013,52,Selangor,Petaling,Seksyen 7 Shah Alam Flat A (Blok 1-Blok 12 & Blok 38 - Blok 43),182,174
2013,52,Selangor,Petaling,Seksyen 7 Shah Alam Flat B (Blok 13 - Blok 37),96,153
2013,52,Selangor,Petaling,Seksyen 7 Shah Alam Teres A Zon A (Jln 7/11-7/22),28,121
2013,52,Selangor,Hulu Langat,Jalan 8/1-15 Seksyen 8 Bandar Baru Bangi,37,110
2013,52,Selangor,Hulu Langat,Flat Sri Nilam Bandar Baru Ampang,49,109
2013,52,Selangor,Hulu Langat,Jalan 7/3 Seksyen 7  Bandar Baru Bangi,34,98
2013,52,Selangor,Petaling,Pjs 9 Lagoon Perdana,58,95
2013,52,Selangor,Petaling,Pusat Bandar Puchong  5        ( Sri Jati ),23,95
2013,52,Selangor,Petaling,Seksyen  3 Uitm Shah Alam Kolej Jati,33,94
2013,52,Selangor,Petaling,Seksyen 7E B Pusat Komersial (Jalan Aa7/Aa & Ac7/Ac & Jalan U7/U - Z7/Z),33,93
2013,52,Selangor,Hulu Langat,Jalan Nirwana 1-17 Taman Nirwana,28,93
2013,52,Selangor,Petaling,Ss 19/1 Subang Jaya,30,91
2013,52,Selangor,Petaling,Pjs 10 Kondo Ridzuan,40,90
2013,52,Selangor,Hulu Langat,Pangsapuri Delima Taman Pinggiran Delima,23,90
2013,52,Selangor,Petaling,Seksyen 27 Apartment Ixora,45,89
2013,52,Selangor,Petaling,Pjs 2C Taman Medan,23,89
2013,52,Selangor,Petaling,Seksyen U5 Pangsapuri Subang Suria,21,88
2013,52,Selangor,Petaling,Seksyen 7 Shah Alam Teres B Zon C (Jalan 7/31 - 7/35),86,86
2013,52,Selangor,Hulu Langat,Jalan Tps 3 Taman Pelangi Semenyih,71,86
2013,52,Selangor,Petaling,Ss 3 ( Taman Universiti ),29,84
2013,52,Selangor,Petaling,"Taman  Equini
(Jalan Putra Permai 2)",29,83
2013,52,Selangor,Hulu Langat,Jalan 15/1 Seksyen 15 Bandar Baru Bangi,26,81
2013,52,Selangor,Petaling,Seksyen 8 Teres B2 (Jalan 8/14 - Jalan 8/28),64,80
2013,52,Selangor,Petaling,"Pju 10 Apartmentidaman 2    ( Blok E,F,G,O,P,Q,R,S )",19,77
2013,52,Selangor,Petaling,Taman Pinggiran Putra (Putra Permai Selesa Apartment),27,76
2013,52,Selangor,Hulu Langat,Apartment Sri Tanjung Seksyen 7 Bandar Baru Bangi,12,75
2013,52,Selangor,Petaling,Pju 5 Seksyen 6,36,74
2013,52,Selangor,Gombak,Apartment Casmaria,27,72
2013,52,Selangor,Hulu Langat,Taman Taming Impian,33,71
2013,52,Selangor,Petaling,Taman Universiti Indah ( Jalan 1/11 - 1/29 ),7,70
2013,52,Selangor,Petaling,Pjs 5 Flat Desa Ria,33,68
2013,52,Selangor,Petaling,Pju 8 Metropolitan Square Condo,19,68
2013,52,Selangor,Petaling,Bandar Bukit Puchong Vista Prima,30,68
2013,52,Selangor,Petaling,Seksyen 7 Shah Alam Kondominium Kristal Height,16,65
2013,52,Selangor,Sepang,Asrama Kilang Wrp,91,62
2013,52,Selangor,Petaling,Pju 5 Seksyen 4 Gugusan Semarak,12,58
2013,52,Selangor,Hulu Langat,Pangsapuri Cheras Utama,16,58
2013,52,Selangor,Petaling,Taman Lestari Putra 4,16,53
2013,52,Selangor,Hulu Langat,Taman Sungai Jelok,23,53
2013,52,Selangor,Petaling,Seksyen 18 Teres D,15,53
2013,52,Selangor,Hulu Langat,Jalan 4/3 Seksyen 4 Bandar Baru Bangi,19,50
2013,52,Selangor,Petaling,"Seksyen 18
(Uitm-Kolej Akasia)",33,49
2013,52,Selangor,Petaling,Seksyen  7 Pangsapuri Kristal,24,48
2013,52,Selangor,Petaling,Seri Kembangan (The  Heritage),26,48
2013,52,Selangor,Hulu Langat,Flat Taman Dagang,8,48
2013,52,Selangor,Hulu Langat,Taman Muhibbah,5,48
2013,52,Selangor,Hulu Langat,Taman Tenaga,13,48
2013,52,Selangor,Gombak,Taman Rawang Perdana Fasa 10,23,47
2013,52,Selangor,Hulu Langat,Lorong Dato Mufti 1-6 Kampung Dato Mufti,7,47
2013,52,Selangor,Hulu Langat,Pangsapuri  Prima Saujana Kajang,12,47
2013,52,N. Sembilan,Seremban,Vision Homes,9,47
2013,52,Selangor,Petaling,Seksyen 16 Kuarters Suk,15,47
2013,52,Selangor,Petaling,Bandar Bukit Puchong 3,13,46
2013,52,Selangor,Gombak,Taman Greenwood Zon 1,11,45
2013,52,Selangor,Hulu Langat,Jalan Tps 2 Taman Pelang Semenyih,9,45
2013,52,Selangor,Petaling,"Seksyen 18
(Uitm-Kolej Cemara)",19,45
2013,52,N. Sembilan,Seremban,Taman Desa Ixora,6,44
2013,52,Selangor,Hulu Langat,Jalan Baiduri Taman        Desa Baiduri,7,44
2013,52,Selangor,Petaling,Seksyen 24 Flat  Pkns A        ( Blok 1 - 9 ),26,43
2013,52,Selangor,Petaling,Seksyen U5 Subang Bestari Teres A,7,42
2013,52,Selangor,Gombak,Taman Bukit Rawang Jaya,5,41
2013,52,Selangor,Hulu Langat,Jalan Dagang 2/1-2/7 Taman Dagang,8,41
2013,52,Selangor,Hulu Langat,Seksyen 2 Bandar Teknologi,7,40
2013,52,Selangor,Hulu Langat,Jalan 4C/4-4C/6 Bandar Tasik Kesuma,8,40
2013,52,Selangor,Sepang,Cyberia Smarthome,44,39
2013,52,Selangor,Hulu Langat,Apartment  Pandan Utama Taman Pandan Utama,16,39
2013,52,Selangor,Petaling,Seksyen U2 (Pangsapuri Jaya),26,38
2013,52,Selangor,Petaling,Ss 19/6,19,38
2013,52,Selangor,Hulu Langat,Chancellor  Kondominium Taman Kosas,12,38
2013,52,Selangor,Hulu Langat,Jalan 3/29-33 Seksyen 3 Bandar Baru Bangi,15,38
2013,52,Selangor,Hulu Langat,Taman Mesra Kajang,21,38
2013,52,Selangor,Petaling,Taman Puchong Utama 8,6,37
2013,52,Selangor,Petaling,Seksyen  24 Teres B,7,36
2013,52,N. Sembilan,Seremban,Taman Pinggiran Senawang,13,36
2013,52,Selangor,Hulu Langat,Jalan 12-28 Taman Putra,7,36
2013,52,Selangor,Hulu Langat,"Jalan Dayang 8,22,24,28,30- 58/8 Bandar Mahkota Cheras",6,36
2013,52,Selangor,Hulu Langat,Jalan 3/13-22 Seksyen 3 Bandar Baru Bangi,42,36
2013,52,Selangor,Hulu Langat,Kampung Baru Semenyih,9,36
2013,52,Selangor,Petaling,"Pju 8 Apartment Flora Damansara 2 (Blok C, D, E, F)",7,35
2013,52,Selangor,Petaling,Taman Pinggiran Putra 39      ( Putra Impian ),5,35
2013,52,Selangor,Petaling,Taman Dato Harun,9,34
2013,52,N. Sembilan,Seremban,Taman Bandar Senawang,9,34
2013,52,Selangor,Hulu Langat,Jalan Maju 1 Taman     Lembah Maju,5,34
2013,52,Selangor,Hulu Langat,Jalan 3/7-12 Seksyen 3 Bandar Baru Bangi,10,34
2013,52,Selangor,Hulu Langat,Jalan 4/7 Seksyen 4 Bandar Baru Bangi,15,34
2013,52,Selangor,Hulu Langat,Jalan Puncak 3 Taman Puncak Saujana,10,34
2013,52,Selangor,Petaling,Seksyen 20 Teres F,8,34
2013,52,Selangor,Petaling,Seksyen 7 Pangsapuri Baiduri,8,33
2013,52,Selangor,Petaling,Taman Serdang Jaya 2,6,33
2013,52,Selangor,Hulu Langat,Jalan 1/7-1/19 Pandan Indah,7,33
2013,52,Selangor,Hulu Langat,Seksyen U1 Kuarters Pendidikan Politeknik,12,32
2013,52,Selangor,Gombak,Bandar Baru Selayang Fasa 1 (Zon 1),15,32
2013,52,Selangor,Hulu Langat,"Jalan Kosas 2/2,2/4,2/7,2/9,2/11B Taman Kosas",6,32
2013,52,Selangor,Hulu Langat,Apartment Vista Bandar Sri Putra,8,32
2013,52,Selangor,Hulu Langat,Taman Seri Intan,10,32
2013,52,Selangor,Petaling,Seksyen 24 Teres C                ( Jalan 24/8 - 24/12 ),5,31
2013,52,Selangor,Petaling,Taman Lestari Perdana 7,6,31
2013,52,Selangor,Petaling,Taman  Pinggiran Putra           ( Vista Pinggiran ),5,31
2013,52,Selangor,Hulu Langat,Jalan 4B Bandar Tasik Kesuma,5,31
2013,52,Selangor,Hulu Langat,Jalan 7/5 Seksyen 7 Bandar Baru Bangi,7,31
