STATE,Date,Home Value,Structure Cost,Land Value,Land Share (Pct),Home Price Index,Land Price Index
TX,2015Q1,205248.91,173412.27,31836.64,15.5%,1.813,1.554
TX,2015Q2,209235.67,171740.34,37495.33,17.9%,1.848,1.837
TX,2015Q3,213224.56,172667.68,40556.88,19.0%,1.883,1.993
TX,2015Q4,217182.58,174301.32,42881.26,19.7%,1.918,2.114
TX,2016Q1,221114.31,176045.41,45068.90,20.4%,1.953,2.229
UT,1975Q1,33903.78,32208.59,1695.19,5.0%,0.190,0.007
UT,1975Q2,34787.40,33048.03,1739.37,5.0%,0.195,0.008
UT,1975Q3,35690.29,33905.78,1784.51,5.0%,0.200,0.010
UT,1975Q4,36686.30,34851.99,1834.32,5.0%,0.206,0.012
UT,1976Q1,37709.88,35772.62,1937.25,5.1%,0.211,0.017
UT,1976Q2,38785.60,36169.48,2616.13,6.7%,0.217,0.023
UT,1976Q3,39988.17,36629.05,3359.12,8.4%,0.224,0.029
UT,1976Q4,41350.02,37227.11,4122.92,10.0%,0.232,0.036
UT,1977Q1,42944.66,38006.76,4937.90,11.5%,0.241,0.043
UT,1977Q2,44733.19,38917.46,5815.73,13.0%,0.251,0.052
UT,1977Q3,46690.23,39864.84,6825.39,14.6%,0.262,0.061
UT,1977Q4,48772.62,40759.95,8012.67,16.4%,0.273,0.072
UT,1978Q1,50981.74,41560.84,9420.91,18.5%,0.286,0.086
UT,1978Q2,53198.45,42311.26,10887.20,20.5%,0.298,0.100
UT,1978Q3,55390.32,43131.06,12259.26,22.1%,0.311,0.113
UT,1978Q4,57496.12,44126.21,13369.91,23.3%,0.322,0.125
UT,1979Q1,59423.23,45357.62,14065.61,23.7%,0.333,0.132
UT,1979Q2,61063.39,46751.13,14312.26,23.4%,0.342,0.135
UT,1979Q3,62380.46,48174.30,14206.16,22.8%,0.350,0.135
UT,1979Q4,63445.86,49501.47,13944.39,22.0%,0.356,0.134
UT,1980Q1,64361.80,50649.60,13712.20,21.3%,0.361,0.133
UT,1980Q2,65287.06,51651.97,13635.09,20.9%,0.366,0.133
UT,1980Q3,66367.07,52600.40,13766.67,20.7%,0.372,0.135
UT,1980Q4,67506.24,53578.49,13927.74,20.6%,0.379,0.138
UT,1981Q1,68657.55,54660.49,13997.06,20.4%,0.385,0.139
UT,1981Q2,69764.45,55866.88,13897.57,19.9%,0.391,0.139
UT,1981Q3,70715.49,57214.27,13501.22,19.1%,0.397,0.136
UT,1981Q4,71491.98,58717.10,12774.87,17.9%,0.401,0.130
UT,1982Q1,72135.86,60360.77,11775.09,16.3%,0.405,0.120
UT,1982Q2,72833.00,61977.24,10855.76,14.9%,0.408,0.111
UT,1982Q3,73583.19,63381.00,10202.19,13.9%,0.413,0.105
UT,1982Q4,74247.98,64381.18,9866.80,13.3%,0.416,0.102
UT,1983Q1,74650.40,64835.02,9815.38,13.1%,0.419,0.101
UT,1983Q2,74813.62,64902.08,9911.54,13.2%,0.420,0.103
UT,1983Q3,74811.58,64755.66,10055.92,13.4%,0.420,0.104
UT,1983Q4,74840.89,64583.80,10257.09,13.7%,0.420,0.107
UT,1984Q1,74970.79,64549.90,10420.89,13.9%,0.420,0.109
UT,1984Q2,75248.32,64651.47,10596.86,14.1%,0.422,0.111
UT,1984Q3,75635.87,64883.52,10752.35,14.2%,0.424,0.113
UT,1984Q4,76113.49,65231.88,10881.61,14.3%,0.427,0.115
UT,1985Q1,76724.09,65674.12,11049.97,14.4%,0.430,0.117
UT,1985Q2,77341.82,66183.66,11158.17,14.4%,0.434,0.119
UT,1985Q3,77953.72,66715.75,11237.97,14.4%,0.437,0.120
UT,1985Q4,78558.70,67229.87,11328.83,14.4%,0.441,0.121
UT,1986Q1,79139.38,67701.05,11438.32,14.5%,0.444,0.123
UT,1986Q2,79547.06,68116.11,11430.96,14.4%,0.446,0.123
UT,1986Q3,79734.39,68493.52,11240.87,14.1%,0.447,0.121
UT,1986Q4,79701.01,68845.19,10855.82,13.6%,0.447,0.117
UT,1987Q1,79439.87,69173.94,10265.93,12.9%,0.445,0.111
UT,1987Q2,78934.37,69501.97,9432.40,11.9%,0.443,0.102
UT,1987Q3,78294.20,69824.23,8469.97,10.8%,0.439,0.092
UT,1987Q4,77734.96,70143.82,7591.13,9.8%,0.436,0.083
UT,1988Q1,77366.46,70464.23,6902.24,8.9%,0.434,0.075
UT,1988Q2,77200.30,70790.82,6409.48,8.3%,0.433,0.070
UT,1988Q3,77207.11,71128.38,6078.73,7.9%,0.433,0.066
UT,1988Q4,77416.47,71482.12,5934.35,7.7%,0.434,0.065
UT,1989Q1,77823.27,71854.89,5968.38,7.7%,0.436,0.065
UT,1989Q2,78394.48,72218.90,6175.58,7.9%,0.440,0.068
UT,1989Q3,79095.41,72550.46,6544.95,8.3%,0.444,0.072
UT,1989Q4,79863.38,72822.84,7040.54,8.8%,0.448,0.078
UT,1990Q1,80695.45,73005.80,7689.65,9.5%,0.452,0.085
UT,1990Q2,81591.37,73153.92,8437.45,10.3%,0.458,0.093
UT,1990Q3,82572.98,73287.63,9285.35,11.2%,0.463,0.103
UT,1990Q4,83646.25,73440.69,10205.57,12.2%,0.469,0.113
UT,1991Q1,84858.79,73651.09,11207.70,13.2%,0.476,0.125
UT,1991Q2,86182.43,73909.04,12273.38,14.2%,0.483,0.137
UT,1991Q3,87666.56,74229.34,13437.21,15.3%,0.492,0.151
UT,1991Q4,89371.32,74618.61,14752.71,16.5%,0.501,0.167
UT,1992Q1,91345.63,75120.77,16224.86,17.8%,0.512,0.185
UT,1992Q2,93634.46,75626.71,18007.75,19.2%,0.525,0.206
UT,1992Q3,96310.04,76159.14,20150.90,20.9%,0.540,0.232
UT,1992Q4,99479.73,76699.94,22779.79,22.9%,0.558,0.263
UT,1993Q1,103150.60,77159.10,25991.50,25.2%,0.578,0.300
UT,1993Q2,107294.27,77737.15,29557.12,27.5%,0.602,0.343
UT,1993Q3,111818.97,78382.76,33436.21,29.9%,0.627,0.389
UT,1993Q4,116535.47,79121.20,37414.26,32.1%,0.653,0.437
UT,1994Q1,121241.60,79984.93,41256.67,34.0%,0.680,0.485
UT,1994Q2,125774.52,80887.73,44886.79,35.7%,0.705,0.530
UT,1994Q3,129965.22,81798.18,48167.04,37.1%,0.729,0.572
UT,1994Q4,133766.43,82664.00,51102.42,38.2%,0.750,0.610
UT,1995Q1,137234.15,83535.18,53698.97,39.1%,0.770,0.646
UT,1995Q2,140467.29,84243.49,56223.80,40.0%,0.788,0.680
UT,1995Q3,143607.31,84925.01,58682.29,40.9%,0.805,0.714
UT,1995Q4,146657.83,85632.00,61025.83,41.6%,0.822,0.746
UT,1996Q1,149582.42,86330.18,63252.24,42.3%,0.839,0.776
UT,1996Q2,152278.60,87156.39,65122.22,42.8%,0.854,0.803
UT,1996Q3,154699.13,87993.34,66705.79,43.1%,0.867,0.826
UT,1996Q4,156820.91,88793.22,68027.69,43.4%,0.879,0.846
UT,1997Q1,158695.46,89547.59,69147.87,43.6%,0.890,0.865
UT,1997Q2,160443.36,90309.33,70134.03,43.7%,0.900,0.881
UT,1997Q3,162118.77,91203.69,70915.08,43.7%,0.909,0.895
UT,1997Q4,163768.77,92343.71,71425.06,43.6%,0.918,0.906
UT,1998Q1,165425.06,93862.01,71563.04,43.3%,0.928,0.914
UT,1998Q2,167052.31,95456.33,71595.98,42.9%,0.937,0.918
UT,1998Q3,168619.07,97005.18,71613.89,42.5%,0.946,0.922
UT,1998Q4,170160.21,98317.61,71842.59,42.2%,0.954,0.929
UT,1999Q1,171620.71,99231.98,72388.73,42.2%,0.962,0.939
UT,1999Q2,173011.71,99892.74,73118.97,42.3%,0.970,0.952
UT,1999Q3,174362.01,100416.15,73945.86,42.4%,0.978,0.966
UT,1999Q4,175705.06,100944.19,74760.87,42.5%,0.985,0.979
UT,2000Q1,177029.71,101405.19,75624.52,42.7%,0.993,0.991
UT,2000Q2,178332.50,102267.33,76065.17,42.7%,1.000,1.000
UT,2000Q3,179607.97,103331.56,76276.41,42.5%,1.007,1.007
UT,2000Q4,180823.87,104587.84,76236.03,42.2%,1.014,1.012
UT,2001Q1,181995.27,106293.98,75701.28,41.6%,1.021,1.014
UT,2001Q2,183096.98,107729.31,75367.67,41.2%,1.027,1.015
UT,2001Q3,184146.42,109102.33,75044.09,40.8%,1.033,1.015
UT,2001Q4,185207.63,110345.84,74861.79,40.4%,1.039,1.017
UT,2002Q1,186308.09,111235.00,75073.09,40.3%,1.045,1.021
UT,2002Q2,187477.82,112132.94,75344.88,40.2%,1.051,1.028
UT,2002Q3,188779.83,112852.57,75927.26,40.2%,1.059,1.040
UT,2002Q4,190238.82,113370.71,76868.11,40.4%,1.067,1.056
UT,2003Q1,191827.23,113748.29,78078.94,40.7%,1.076,1.078
UT,2003Q2,193645.51,114196.21,79449.29,41.0%,1.086,1.101
UT,2003Q3,195742.18,115071.67,80670.51,41.2%,1.098,1.123
UT,2003Q4,198231.34,116708.58,81522.77,41.1%,1.112,1.139
UT,2004Q1,201296.45,119325.36,81971.09,40.7%,1.129,1.150
UT,2004Q2,205043.55,122605.86,82437.69,40.2%,1.150,1.162
UT,2004Q3,209584.51,126135.22,83449.28,39.8%,1.175,1.181
UT,2004Q4,215057.76,129488.65,85569.11,39.8%,1.206,1.216
UT,2005Q1,221613.56,132258.71,89354.84,40.3%,1.243,1.274
UT,2005Q2,229395.96,134747.10,94648.86,41.3%,1.286,1.356
UT,2005Q3,238432.61,137073.45,101359.16,42.5%,1.337,1.459
UT,2005Q4,248534.43,139442.53,109091.90,43.9%,1.394,1.579
UT,2006Q1,259389.80,142091.15,117298.65,45.2%,1.455,1.709
UT,2006Q2,270657.92,144716.00,125941.92,46.5%,1.518,1.846
UT,2006Q3,281867.93,147256.87,134611.06,47.8%,1.581,1.984
UT,2006Q4,292328.71,149557.72,142770.99,48.8%,1.639,2.117
UT,2007Q1,301132.18,151735.93,149396.25,49.6%,1.689,2.231
UT,2007Q2,307448.52,153569.03,153879.49,50.1%,1.724,2.310
UT,2007Q3,310648.65,155590.69,155057.96,49.9%,1.742,2.339
UT,2007Q4,310640.23,158146.79,152493.44,49.1%,1.742,2.311
UT,2008Q1,307780.67,161384.89,146395.78,47.6%,1.726,2.226
UT,2008Q2,302546.42,165045.19,137501.23,45.4%,1.697,2.098
UT,2008Q3,295676.52,168522.93,127153.59,43.0%,1.658,1.947
UT,2008Q4,288043.41,171270.11,116773.30,40.5%,1.615,1.793
UT,2009Q1,280502.69,172855.57,107647.11,38.4%,1.573,1.657
UT,2009Q2,273600.99,173540.49,100060.50,36.6%,1.534,1.545
UT,2009Q3,267739.66,173629.74,94109.92,35.1%,1.501,1.457
UT,2009Q4,262842.08,173458.58,89383.50,34.0%,1.474,1.387
UT,2010Q1,258554.98,173194.42,85360.56,33.0%,1.450,1.325
UT,2010Q2,254688.17,173374.41,81313.76,31.9%,1.428,1.266
UT,2010Q3,251038.57,174026.27,77012.30,30.7%,1.408,1.203
UT,2010Q4,247714.65,175319.63,72395.01,29.2%,1.389,1.135
UT,2011Q1,245039.33,177437.74,67601.59,27.6%,1.374,1.066
UT,2011Q2,243817.18,179811.60,64005.58,26.3%,1.367,1.013
UT,2011Q3,244498.91,182148.21,62350.69,25.5%,1.371,0.990
UT,2011Q4,247120.67,184044.68,63075.99,25.5%,1.386,1.006
UT,2012Q1,251622.70,185200.03,66422.67,26.4%,1.411,1.062
UT,2012Q2,257578.22,185931.16,71647.06,27.8%,1.444,1.150
UT,2012Q3,264485.87,186590.47,77895.40,29.5%,1.483,1.255
UT,2012Q4,271902.23,187556.49,84345.75,31.0%,1.525,1.364
UT,2013Q1,279334.45,189115.73,90218.71,32.3%,1.566,1.464
UT,2013Q2,286353.58,191191.69,95161.89,33.2%,1.606,1.550
UT,2013Q3,292608.50,193615.68,98992.83,33.8%,1.641,1.618
UT,2013Q4,297982.80,196218.75,101764.05,34.2%,1.671,1.670
UT,2014Q1,302685.85,200156.58,102529.28,33.9%,1.697,1.688
UT,2014Q2,307021.74,200607.36,106414.38,34.7%,1.722,1.759
UT,2014Q3,311429.19,205108.23,106320.95,34.1%,1.746,1.763
UT,2014Q4,316319.28,209516.13,106803.15,33.8%,1.774,1.778
UT,2015Q1,321805.17,209982.41,111822.76,34.7%,1.805,1.868
UT,2015Q2,327745.71,208249.84,119495.87,36.5%,1.838,2.003
UT,2015Q3,334151.45,209668.09,124483.36,37.3%,1.874,2.095
UT,2015Q4,340889.29,211950.56,128938.72,37.8%,1.912,2.177
UT,2016Q1,347753.13,214375.96,133377.17,38.4%,1.950,2.260
VT,1975Q1,27773.50,23889.14,3884.37,14.0%,0.190,0.000
VT,1975Q2,28028.52,23940.12,4088.41,14.6%,0.192,0.000
VT,1975Q3,28334.96,23900.36,4434.60,15.7%,0.194,0.000
VT,1975Q4,28852.31,23928.52,4923.80,17.1%,0.197,0.000
VT,1976Q1,29390.73,24148.90,5241.82,17.8%,0.201,0.000
VT,1976Q2,25765.64,24477.36,1288.28,5.0%,0.176,0.000
VT,1976Q3,27834.84,26443.09,1391.74,5.0%,0.190,0.000
VT,1976Q4,29531.62,28055.04,1476.58,5.0%,0.202,0.000
VT,1977Q1,30826.53,29285.20,1541.33,5.0%,0.211,0.000
VT,1977Q2,31869.14,30275.69,1593.46,5.0%,0.218,0.001
VT,1977Q3,32803.72,30833.26,1970.46,6.0%,0.224,0.001
VT,1977Q4,33910.96,31145.55,2765.41,8.2%,0.232,0.001
VT,1978Q1,35237.03,31591.94,3645.09,10.3%,0.241,0.002
VT,1978Q2,36523.91,32172.54,4351.37,11.9%,0.250,0.002
VT,1978Q3,37622.98,32883.31,4739.67,12.6%,0.257,0.003
VT,1978Q4,38460.27,33717.36,4742.91,12.3%,0.263,0.003
VT,1979Q1,39333.36,34658.97,4674.38,11.9%,0.269,0.003
VT,1979Q2,40260.22,35649.55,4610.67,11.5%,0.275,0.003
VT,1979Q3,41438.72,36621.26,4817.46,11.6%,0.283,0.003
VT,1979Q4,42783.66,37505.89,5277.77,12.3%,0.292,0.003
VT,1980Q1,44005.26,38256.92,5748.33,13.1%,0.301,0.003
VT,1980Q2,45109.17,38923.86,6185.31,13.7%,0.308,0.003
VT,1980Q3,46052.57,39577.59,6474.97,14.1%,0.315,0.004
VT,1980Q4,46673.80,40288.91,6384.89,13.7%,0.319,0.004
VT,1981Q1,46774.54,41113.62,5660.92,12.1%,0.320,0.003
VT,1981Q2,46476.15,42040.89,4435.26,9.5%,0.318,0.002
VT,1981Q3,46149.02,43050.27,3098.75,6.7%,0.315,0.002
VT,1981Q4,46444.00,44121.80,2322.20,5.0%,0.317,0.001
VT,1982Q1,48024.52,45623.29,2401.23,5.0%,0.328,0.002
VT,1982Q2,49786.20,47296.89,2489.31,5.0%,0.340,0.002
VT,1982Q3,51388.39,48818.97,2569.42,5.0%,0.351,0.002
VT,1982Q4,52916.50,50270.67,2645.82,5.0%,0.362,0.003
VT,1983Q1,54340.90,51623.86,2717.05,5.0%,0.371,0.004
VT,1983Q2,55664.12,52880.92,2783.21,5.0%,0.380,0.005
VT,1983Q3,57040.29,54188.27,2852.01,5.0%,0.390,0.007
VT,1983Q4,58438.53,55516.60,2921.93,5.0%,0.399,0.009
VT,1984Q1,59801.91,56811.81,2990.10,5.0%,0.409,0.013
VT,1984Q2,61175.40,58116.63,3058.77,5.0%,0.418,0.018
VT,1984Q3,62617.68,59486.79,3130.88,5.0%,0.428,0.025
VT,1984Q4,64182.28,60973.16,3209.11,5.0%,0.439,0.036
VT,1985Q1,65938.34,62641.43,3296.92,5.0%,0.451,0.053
VT,1985Q2,67897.31,62936.85,4960.46,7.3%,0.464,0.079
VT,1985Q3,70028.89,63308.12,6720.77,9.6%,0.479,0.108
VT,1985Q4,72366.16,63785.86,8580.30,11.9%,0.495,0.138
VT,1986Q1,74955.23,64377.73,10577.50,14.1%,0.512,0.170
VT,1986Q2,77803.16,65015.69,12787.48,16.4%,0.532,0.206
VT,1986Q3,80954.18,65616.53,15337.66,18.9%,0.553,0.248
VT,1986Q4,84371.75,66096.19,18275.56,21.7%,0.577,0.297
VT,1987Q1,88006.49,66377.49,21628.99,24.6%,0.601,0.351
VT,1987Q2,91838.45,66575.10,25263.35,27.5%,0.628,0.412
VT,1987Q3,95871.85,66759.69,29112.16,30.4%,0.655,0.476
VT,1987Q4,100098.54,67023.85,33074.69,33.0%,0.684,0.543
VT,1988Q1,104370.68,67488.14,36882.54,35.3%,0.713,0.609
VT,1988Q2,108575.09,68010.73,40564.35,37.4%,0.742,0.673
VT,1988Q3,112560.80,68597.14,43963.66,39.1%,0.769,0.732
VT,1988Q4,116238.51,69201.91,47036.60,40.5%,0.794,0.786
VT,1989Q1,119605.75,69840.73,49765.02,41.6%,0.817,0.836
VT,1989Q2,122612.55,70370.31,52242.24,42.6%,0.838,0.880
VT,1989Q3,125134.84,70837.44,54297.40,43.4%,0.855,0.917
VT,1989Q4,127094.84,71235.44,55859.40,44.0%,0.868,0.946
VT,1990Q1,128511.95,71498.23,57013.72,44.4%,0.878,0.966
VT,1990Q2,129520.40,71810.55,57709.85,44.6%,0.885,0.979
VT,1990Q3,128994.72,72137.20,56857.52,44.1%,0.881,0.965
VT,1990Q4,128285.46,72511.19,55774.27,43.5%,0.877,0.948
VT,1991Q1,127465.46,72916.30,54549.16,42.8%,0.871,0.928
VT,1991Q2,126708.23,73413.77,53294.45,42.1%,0.866,0.908
VT,1991Q3,126173.51,73926.34,52247.17,41.4%,0.862,0.891
VT,1991Q4,125958.58,74414.04,51544.54,40.9%,0.861,0.881
VT,1992Q1,126067.08,74971.14,51095.94,40.5%,0.861,0.877
VT,1992Q2,126348.87,75333.64,51015.22,40.4%,0.863,0.876
VT,1992Q3,126668.39,75660.86,51007.54,40.3%,0.866,0.877
VT,1992Q4,126961.09,75991.73,50969.36,40.1%,0.868,0.876
VT,1993Q1,127127.87,76183.32,50944.55,40.1%,0.869,0.871
VT,1993Q2,127202.41,76601.66,50600.75,39.8%,0.869,0.865
VT,1993Q3,127268.11,77029.49,50238.62,39.5%,0.870,0.859
VT,1993Q4,127323.36,77416.55,49906.81,39.2%,0.870,0.854
VT,1994Q1,127274.05,77756.63,49517.41,38.9%,0.870,0.848
VT,1994Q2,127072.34,78083.23,48989.11,38.6%,0.868,0.841
VT,1994Q3,126714.77,78518.21,48196.56,38.0%,0.866,0.829
VT,1994Q4,126268.01,79164.99,47103.02,37.3%,0.863,0.812
VT,1995Q1,125949.88,80174.71,45775.17,36.3%,0.861,0.793
VT,1995Q2,125852.58,81228.99,44623.59,35.5%,0.860,0.775
VT,1995Q3,125887.92,82268.80,43619.12,34.6%,0.860,0.759
VT,1995Q4,126050.14,83146.21,42903.93,34.0%,0.861,0.748
VT,1996Q1,126376.88,83705.83,42671.05,33.8%,0.864,0.744
VT,1996Q2,126451.76,84108.84,42342.92,33.5%,0.864,0.739
VT,1996Q3,126355.61,84397.76,41957.85,33.2%,0.863,0.734
VT,1996Q4,126224.22,84661.85,41562.37,32.9%,0.863,0.728
VT,1997Q1,126117.63,84964.99,41152.64,32.6%,0.862,0.722
VT,1997Q2,126183.75,85313.33,40870.41,32.4%,0.862,0.718
VT,1997Q3,126569.52,85673.52,40896.00,32.3%,0.865,0.720
VT,1997Q4,127241.80,86018.18,41223.62,32.4%,0.870,0.727
VT,1998Q1,128146.06,86344.94,41801.12,32.6%,0.876,0.740
VT,1998Q2,129187.97,86577.75,42610.22,33.0%,0.883,0.755
VT,1998Q3,130382.91,86721.37,43661.55,33.5%,0.891,0.776
VT,1998Q4,131830.01,86757.30,45072.71,34.2%,0.901,0.802
VT,1999Q1,133575.64,86715.17,46860.47,35.1%,0.913,0.836
VT,1999Q2,135690.33,86723.44,48966.89,36.1%,0.927,0.875
VT,1999Q3,138056.66,86988.92,51067.74,37.0%,0.943,0.914
VT,1999Q4,140599.62,87705.96,52893.66,37.6%,0.961,0.948
VT,2000Q1,143374.06,88898.50,54475.56,38.0%,0.980,0.976
VT,2000Q2,146338.40,90585.16,55753.24,38.1%,1.000,1.000
VT,2000Q3,149492.88,92398.17,57094.71,38.2%,1.022,1.026
VT,2000Q4,152771.91,94060.29,58711.62,38.4%,1.044,1.058
VT,2001Q1,156086.75,95520.96,60565.78,38.8%,1.067,1.097
VT,2001Q2,159417.33,96458.34,62958.99,39.5%,1.089,1.144
VT,2001Q3,162633.76,97151.72,65482.04,40.3%,1.111,1.192
VT,2001Q4,165803.03,97724.39,68078.64,41.1%,1.133,1.241
VT,2002Q1,168934.04,98153.24,70780.80,41.9%,1.154,1.289
VT,2002Q2,171987.74,98677.58,73310.16,42.6%,1.175,1.336
VT,2002Q3,175059.25,99117.48,75941.77,43.4%,1.196,1.385
VT,2002Q4,178238.52,99407.26,78831.26,44.2%,1.218,1.440
VT,2003Q1,181715.80,99598.23,82117.57,45.2%,1.242,1.502
VT,2003Q2,185726.64,99824.25,85902.39,46.3%,1.269,1.573
VT,2003Q3,190500.13,100460.46,90039.67,47.3%,1.302,1.650
VT,2003Q4,196016.38,101830.42,94185.96,48.1%,1.339,1.727
VT,2004Q1,202196.81,104095.82,98100.98,48.5%,1.382,1.799
VT,2004Q2,208820.34,106956.78,101863.56,48.8%,1.427,1.869
VT,2004Q3,215506.71,109891.42,105615.29,49.0%,1.473,1.938
VT,2004Q4,222079.48,112402.23,109677.25,49.4%,1.518,2.013
VT,2005Q1,228329.95,114129.23,114200.73,50.0%,1.560,2.096
VT,2005Q2,234076.19,115469.03,118607.16,50.7%,1.600,2.178
VT,2005Q3,239136.29,116891.21,122245.08,51.1%,1.634,2.245
VT,2005Q4,243345.73,118892.63,124453.10,51.1%,1.663,2.286
VT,2006Q1,246749.88,121756.16,124993.73,50.7%,1.686,2.296
VT,2006Q2,249496.25,125094.73,124401.52,49.9%,1.705,2.286
VT,2006Q3,251553.10,128247.37,123305.73,49.0%,1.719,2.268
VT,2006Q4,252961.75,130577.32,122384.43,48.4%,1.729,2.252
VT,2007Q1,253635.98,131759.11,121876.87,48.1%,1.733,2.246
VT,2007Q2,253696.28,132100.67,121595.60,47.9%,1.734,2.242
VT,2007Q3,253129.94,132421.99,120707.95,47.7%,1.730,2.227
VT,2007Q4,251919.87,133462.20,118457.67,47.0%,1.721,2.186
VT,2008Q1,250227.74,135709.72,114518.02,45.8%,1.710,2.114
VT,2008Q2,248189.65,138645.97,109543.67,44.1%,1.696,2.022
VT,2008Q3,246284.79,141499.44,104785.34,42.5%,1.683,1.934
VT,2008Q4,244785.44,143498.21,101287.23,41.4%,1.673,1.869
VT,2009Q1,243547.39,144089.37,99458.02,40.8%,1.664,1.834
VT,2009Q2,242474.05,143582.08,98891.96,40.8%,1.657,1.823
VT,2009Q3,241136.01,142510.05,98625.96,40.9%,1.648,1.816
VT,2009Q4,239402.95,141405.00,97997.95,40.9%,1.636,1.803
VT,2010Q1,237541.24,140573.19,96968.06,40.8%,1.623,1.779
VT,2010Q2,235695.31,140607.18,95088.13,40.3%,1.611,1.743
VT,2010Q3,234110.80,141485.96,92624.84,39.6%,1.600,1.698
VT,2010Q4,233026.46,143349.85,89676.60,38.5%,1.592,1.644
VT,2011Q1,232475.70,146365.98,86109.72,37.0%,1.589,1.583
VT,2011Q2,232334.76,149770.00,82564.76,35.5%,1.588,1.519
VT,2011Q3,232705.35,153157.25,79548.09,34.2%,1.590,1.464
VT,2011Q4,233387.36,155983.88,77403.48,33.2%,1.595,1.425
VT,2012Q1,233926.67,157843.71,76082.96,32.5%,1.599,1.401
VT,2012Q2,234324.29,159117.12,75207.17,32.1%,1.601,1.385
VT,2012Q3,234786.55,160247.92,74538.62,31.7%,1.604,1.373
VT,2012Q4,235418.33,161711.16,73707.17,31.3%,1.609,1.358
VT,2013Q1,236303.87,163869.08,72434.79,30.7%,1.615,1.334
VT,2013Q2,237108.36,166632.57,70475.79,29.7%,1.620,1.299
VT,2013Q3,237732.83,169799.65,67933.18,28.6%,1.625,1.252
VT,2013Q4,238114.61,173168.29,64946.32,27.3%,1.627,1.197
VT,2014Q1,238278.59,176333.12,61945.47,26.0%,1.628,1.142
VT,2014Q2,238716.49,176403.72,62312.78,26.1%,1.631,1.149
VT,2014Q3,239177.49,180040.73,59136.75,24.7%,1.634,1.091
VT,2014Q4,239863.91,183585.23,56278.69,23.5%,1.639,1.038
VT,2015Q1,240876.12,183648.33,57227.79,23.8%,1.646,1.056
VT,2015Q2,241913.80,181761.31,60152.49,24.9%,1.653,1.110
VT,2015Q3,242558.89,182616.69,59942.20,24.7%,1.658,1.106
VT,2015Q4,242696.56,184209.91,58486.66,24.1%,1.658,1.080
VT,2016Q1,242569.53,185910.07,56659.46,23.4%,1.658,1.046
VA,1975Q1,36975.35,30573.60,6401.75,17.3%,0.223,0.065
VA,1975Q2,37001.67,31026.66,5975.01,16.1%,0.223,0.061
VA,1975Q3,37135.11,31362.43,5772.68,15.5%,0.224,0.059
VA,1975Q4,37407.48,31702.75,5704.73,15.3%,0.225,0.058
VA,1976Q1,37830.00,32152.82,5677.18,15.0%,0.228,0.058
VA,1976Q2,38397.46,32697.70,5699.76,14.8%,0.231,0.059
VA,1976Q3,39135.94,33323.71,5812.23,14.9%,0.236,0.060
VA,1976Q4,40025.99,34009.81,6016.19,15.0%,0.241,0.063
VA,1977Q1,41050.94,34723.57,6327.37,15.4%,0.247,0.066
VA,1977Q2,42195.48,35456.98,6738.51,16.0%,0.254,0.071
VA,1977Q3,43440.85,36168.81,7272.04,16.7%,0.262,0.077
VA,1977Q4,44765.61,36827.19,7938.42,17.7%,0.270,0.084
VA,1978Q1,46170.76,37437.82,8732.94,18.9%,0.278,0.093
VA,1978Q2,47654.77,38011.09,9643.69,20.2%,0.287,0.103
VA,1978Q3,49166.04,38639.83,10526.20,21.4%,0.296,0.113
VA,1978Q4,50664.84,39397.49,11267.34,22.2%,0.305,0.122
VA,1979Q1,52127.80,40318.43,11809.36,22.7%,0.314,0.128
VA,1979Q2,53602.39,41379.65,12222.74,22.8%,0.323,0.133
VA,1979Q3,55108.22,42487.37,12620.85,22.9%,0.332,0.137
VA,1979Q4,56623.14,43561.04,13062.10,23.1%,0.341,0.143
VA,1980Q1,58120.32,44522.34,13597.97,23.4%,0.350,0.149
VA,1980Q2,59499.73,45430.86,14068.87,23.6%,0.359,0.154
VA,1980Q3,60722.09,46307.47,14414.62,23.7%,0.366,0.158
VA,1980Q4,61739.57,47189.61,14549.96,23.6%,0.372,0.161
VA,1981Q1,62586.66,48144.31,14442.35,23.1%,0.377,0.160
VA,1981Q2,63290.47,49121.33,14169.14,22.4%,0.381,0.158
VA,1981Q3,63936.18,50178.11,13758.08,21.5%,0.385,0.154
VA,1981Q4,64566.90,51340.75,13226.15,20.5%,0.389,0.148
VA,1982Q1,65189.79,52599.56,12590.23,19.3%,0.393,0.141
VA,1982Q2,65950.19,53870.44,12079.75,18.3%,0.397,0.136
VA,1982Q3,66990.65,55011.12,11979.54,17.9%,0.404,0.135
VA,1982Q4,68419.32,55889.08,12530.24,18.3%,0.412,0.141
VA,1983Q1,69985.63,56390.66,13594.97,19.4%,0.422,0.153
VA,1983Q2,71520.34,56643.07,14877.27,20.8%,0.431,0.168
VA,1983Q3,72927.44,56739.33,16188.12,22.2%,0.439,0.183
VA,1983Q4,74236.11,56794.16,17441.95,23.5%,0.447,0.198
VA,1984Q1,75514.24,56929.94,18584.29,24.6%,0.455,0.212
VA,1984Q2,76760.82,57101.16,19659.66,25.6%,0.463,0.225
VA,1984Q3,77983.40,57334.53,20648.88,26.5%,0.470,0.238
VA,1984Q4,79207.58,57630.29,21577.28,27.2%,0.477,0.249
VA,1985Q1,80504.47,57971.56,22532.91,28.0%,0.485,0.261
VA,1985Q2,81865.01,58374.61,23490.40,28.7%,0.493,0.273
