STATE,Date,Home Value,Structure Cost,Land Value,Land Share (Pct),Home Price Index,Land Price Index
VA,1985Q3,83280.55,58805.08,24475.47,29.4%,0.502,0.286
VA,1985Q4,84778.22,59242.46,25535.75,30.1%,0.511,0.299
VA,1986Q1,86429.24,59683.72,26745.52,30.9%,0.521,0.315
VA,1986Q2,88285.59,60110.26,28175.33,31.9%,0.532,0.333
VA,1986Q3,90392.82,60549.01,29843.81,33.0%,0.545,0.354
VA,1986Q4,92792.01,61015.83,31776.17,34.2%,0.559,0.379
VA,1987Q1,95537.07,61519.65,34017.42,35.6%,0.576,0.407
VA,1987Q2,98641.82,62059.91,36581.91,37.1%,0.594,0.440
VA,1987Q3,102040.13,62621.88,39418.25,38.6%,0.615,0.476
VA,1987Q4,105568.33,63192.54,42375.78,40.1%,0.636,0.514
VA,1988Q1,109132.05,63784.60,45347.45,41.6%,0.658,0.552
VA,1988Q2,112632.70,64346.05,48286.64,42.9%,0.679,0.590
VA,1988Q3,115952.61,64904.85,51047.77,44.0%,0.699,0.627
VA,1988Q4,119019.94,65466.10,53553.84,45.0%,0.717,0.660
VA,1989Q1,121781.24,66065.85,55715.40,45.8%,0.734,0.689
VA,1989Q2,124176.33,66610.61,57565.73,46.4%,0.748,0.715
VA,1989Q3,126115.01,67118.73,58996.27,46.8%,0.760,0.734
VA,1989Q4,127549.94,67575.13,59974.82,47.0%,0.769,0.748
VA,1990Q1,128503.95,67904.67,60599.28,47.2%,0.774,0.757
VA,1990Q2,129073.70,68317.75,60755.95,47.1%,0.778,0.760
VA,1990Q3,128959.68,68793.44,60166.24,46.7%,0.777,0.755
VA,1990Q4,128734.18,69382.90,59351.28,46.1%,0.776,0.746
VA,1991Q1,128563.09,70074.96,58488.13,45.5%,0.775,0.736
VA,1991Q2,128511.69,70907.71,57603.97,44.8%,0.774,0.727
VA,1991Q3,128647.52,71760.69,56886.83,44.2%,0.775,0.720
VA,1991Q4,128976.56,72553.53,56423.03,43.7%,0.777,0.717
VA,1992Q1,129387.41,73411.44,55975.96,43.3%,0.780,0.716
VA,1992Q2,129778.44,73934.57,55843.87,43.0%,0.782,0.716
VA,1992Q3,130192.68,74367.34,55825.34,42.9%,0.785,0.717
VA,1992Q4,130609.23,74772.75,55836.48,42.8%,0.787,0.718
VA,1993Q1,131040.35,75007.98,56032.37,42.8%,0.790,0.718
VA,1993Q2,131529.25,75486.34,56042.91,42.6%,0.793,0.719
VA,1993Q3,132089.45,75967.75,56121.71,42.5%,0.796,0.720
VA,1993Q4,132739.25,76398.57,56340.68,42.4%,0.800,0.724
VA,1994Q1,133474.71,76746.92,56727.79,42.5%,0.804,0.730
VA,1994Q2,134258.36,77108.15,57150.21,42.6%,0.809,0.737
VA,1994Q3,135026.49,77586.07,57440.43,42.5%,0.814,0.742
VA,1994Q4,135722.88,78290.02,57432.86,42.3%,0.818,0.744
VA,1995Q1,136326.45,79391.25,56935.19,41.8%,0.822,0.742
VA,1995Q2,136888.86,80515.13,56373.73,41.2%,0.825,0.737
VA,1995Q3,137459.62,81603.30,55856.32,40.6%,0.828,0.732
VA,1995Q4,138059.17,82490.39,55568.78,40.2%,0.832,0.730
VA,1996Q1,138717.54,82998.62,55718.92,40.2%,0.836,0.732
VA,1996Q2,139407.40,83376.14,56031.26,40.2%,0.840,0.738
VA,1996Q3,140123.50,83706.56,56416.94,40.3%,0.844,0.745
VA,1996Q4,140861.47,84137.74,56723.73,40.3%,0.849,0.751
VA,1997Q1,141630.56,84784.08,56846.48,40.1%,0.854,0.754
VA,1997Q2,142430.40,85592.23,56838.17,39.9%,0.858,0.756
VA,1997Q3,143318.52,86484.65,56833.88,39.7%,0.864,0.759
VA,1997Q4,144342.04,87379.05,56962.99,39.5%,0.870,0.763
VA,1998Q1,145513.84,88223.14,57290.70,39.4%,0.877,0.770
VA,1998Q2,146899.39,88962.07,57937.32,39.4%,0.885,0.781
VA,1998Q3,148516.48,89611.92,58904.56,39.7%,0.895,0.796
VA,1998Q4,150382.13,90172.54,60209.58,40.0%,0.906,0.816
VA,1999Q1,152450.22,90689.41,61760.82,40.5%,0.919,0.840
VA,1999Q2,154666.94,91119.08,63547.86,41.1%,0.932,0.867
VA,1999Q3,157096.62,91551.39,65545.23,41.7%,0.947,0.897
VA,1999Q4,159777.90,92039.62,67738.28,42.4%,0.963,0.929
VA,2000Q1,162723.44,92485.39,70238.06,43.2%,0.981,0.964
VA,2000Q2,165936.80,93235.61,72701.19,43.8%,1.000,1.000
VA,2000Q3,169384.69,94149.83,75234.86,44.4%,1.021,1.038
VA,2000Q4,173050.45,95225.96,77824.48,45.0%,1.043,1.078
VA,2001Q1,176910.58,96684.46,80226.12,45.3%,1.066,1.120
VA,2001Q2,180891.18,97927.78,82963.40,45.9%,1.090,1.162
VA,2001Q3,184953.74,99120.86,85832.88,46.4%,1.115,1.206
VA,2001Q4,189098.50,100200.65,88897.85,47.0%,1.140,1.253
VA,2002Q1,193399.60,100948.13,92451.47,47.8%,1.166,1.304
VA,2002Q2,197913.89,101740.30,96173.59,48.6%,1.193,1.359
VA,2002Q3,202662.65,102408.30,100254.36,49.5%,1.221,1.420
VA,2002Q4,207728.15,102947.08,104781.07,50.4%,1.252,1.488
VA,2003Q1,213220.65,103489.21,109731.44,51.5%,1.285,1.564
VA,2003Q2,219256.39,104136.31,115120.08,52.5%,1.321,1.645
VA,2003Q3,225938.17,105316.34,120621.83,53.4%,1.362,1.728
VA,2003Q4,233340.25,107381.55,125958.71,54.0%,1.406,1.808
VA,2004Q1,241497.99,110500.94,130997.05,54.2%,1.455,1.884
VA,2004Q2,250467.54,114412.73,136054.81,54.3%,1.509,1.961
VA,2004Q3,260182.57,118567.87,141614.70,54.4%,1.568,2.046
VA,2004Q4,270406.25,122454.69,147951.56,54.7%,1.630,2.142
VA,2005Q1,280826.77,125727.79,155098.99,55.2%,1.692,2.250
VA,2005Q2,291107.35,128542.55,162564.79,55.8%,1.754,2.363
VA,2005Q3,300850.00,131283.16,169566.84,56.4%,1.813,2.470
VA,2005Q4,309593.05,134312.25,175280.80,56.6%,1.866,2.558
VA,2006Q1,316940.50,137779.91,179160.58,56.5%,1.910,2.618
VA,2006Q2,322690.68,141526.16,181164.52,56.1%,1.945,2.652
VA,2006Q3,326826.76,144999.24,181827.52,55.6%,1.970,2.667
VA,2006Q4,329359.12,147716.59,181642.52,55.2%,1.985,2.670
VA,2007Q1,330002.13,149494.50,180507.62,54.7%,1.989,2.661
VA,2007Q2,328554.14,150532.78,178021.36,54.2%,1.980,2.629
VA,2007Q3,324999.11,151607.54,173391.57,53.4%,1.959,2.566
VA,2007Q4,319631.21,153389.59,166241.62,52.0%,1.926,2.464
VA,2008Q1,313109.22,156283.85,156825.37,50.1%,1.887,2.328
VA,2008Q2,306143.58,159740.90,146402.68,47.8%,1.845,2.177
VA,2008Q3,299657.92,162895.98,136761.94,45.6%,1.806,2.036
VA,2008Q4,294365.49,164899.95,129465.54,44.0%,1.774,1.930
VA,2009Q1,290787.36,165185.08,125602.27,43.2%,1.752,1.875
VA,2009Q2,288657.01,164182.79,124474.22,43.1%,1.740,1.860
VA,2009Q3,287415.41,162650.78,124764.64,43.4%,1.732,1.866
VA,2009Q4,286396.43,161329.33,125067.10,43.7%,1.726,1.872
VA,2010Q1,284982.49,160619.25,124363.24,43.6%,1.717,1.860
VA,2010Q2,283210.28,161076.54,122133.74,43.1%,1.707,1.828
VA,2010Q3,281068.45,162421.27,118647.18,42.2%,1.694,1.779
VA,2010Q4,278945.33,164580.50,114364.83,41.0%,1.681,1.718
VA,2011Q1,277228.68,167598.64,109630.04,39.5%,1.671,1.654
VA,2011Q2,276353.45,170666.62,105686.84,38.2%,1.665,1.598
VA,2011Q3,276436.39,173515.44,102920.95,37.2%,1.666,1.560
VA,2011Q4,277399.35,175697.15,101702.19,36.7%,1.672,1.545
VA,2012Q1,279239.13,176864.86,102374.27,36.7%,1.683,1.557
VA,2012Q2,281787.42,177399.70,104387.73,37.0%,1.698,1.591
VA,2012Q3,284840.21,177684.27,107155.94,37.6%,1.717,1.636
VA,2012Q4,288148.15,178144.44,110003.71,38.2%,1.736,1.683
VA,2013Q1,291460.55,179110.87,112349.69,38.5%,1.756,1.722
VA,2013Q2,294569.88,180530.58,114039.30,38.7%,1.775,1.751
VA,2013Q3,297241.55,182253.70,114987.85,38.7%,1.791,1.769
VA,2013Q4,299553.20,184130.20,115422.99,38.5%,1.805,1.779
VA,2014Q1,301749.42,187699.99,114049.43,37.8%,1.818,1.761
VA,2014Q2,303922.80,187986.07,115936.73,38.1%,1.832,1.794
VA,2014Q3,306152.12,192066.91,114085.21,37.3%,1.845,1.769
VA,2014Q4,308454.05,196050.48,112403.57,36.4%,1.859,1.746
VA,2015Q1,310740.13,196326.86,114413.27,36.8%,1.873,1.781
VA,2015Q2,313074.20,194527.45,118546.76,37.9%,1.887,1.849
VA,2015Q3,315607.06,195661.08,119945.98,38.0%,1.902,1.874
VA,2015Q4,318254.06,197587.41,120666.65,37.9%,1.918,1.889
VA,2016Q1,320922.07,199631.91,121290.16,37.8%,1.934,1.902
WA,1975Q1,29744.13,28256.92,1487.21,5.0%,0.139,0.000
WA,1975Q2,30581.38,29052.31,1529.07,5.0%,0.143,0.000
WA,1975Q3,31449.33,29876.86,1572.47,5.0%,0.147,0.000
WA,1975Q4,32393.19,30773.53,1619.66,5.0%,0.151,0.000
WA,1976Q1,33535.19,31858.43,1676.76,5.0%,0.157,0.000
WA,1976Q2,34893.60,33148.92,1744.68,5.0%,0.163,0.000
WA,1976Q3,36427.71,34606.32,1821.39,5.0%,0.170,0.001
WA,1976Q4,38124.18,36217.97,1906.21,5.0%,0.178,0.001
WA,1977Q1,40039.08,38037.13,2001.95,5.0%,0.187,0.002
WA,1977Q2,42223.33,40112.16,2111.17,5.0%,0.197,0.003
WA,1977Q3,44669.11,42435.66,2233.46,5.0%,0.209,0.004
WA,1977Q4,47304.07,43619.09,3684.98,7.8%,0.221,0.008
WA,1978Q1,50065.62,44504.68,5560.93,11.1%,0.234,0.012
WA,1978Q2,52873.92,45364.27,7509.64,14.2%,0.247,0.016
WA,1978Q3,55605.79,46272.23,9333.56,16.8%,0.260,0.020
WA,1978Q4,58173.62,47293.46,10880.16,18.7%,0.272,0.024
WA,1979Q1,60557.04,48473.12,12083.92,20.0%,0.283,0.026
WA,1979Q2,62754.66,49814.98,12939.68,20.6%,0.293,0.029
WA,1979Q3,64681.78,51290.91,13390.87,20.7%,0.302,0.030
WA,1979Q4,66319.78,52877.63,13442.15,20.3%,0.310,0.030
WA,1980Q1,67671.91,54556.14,13115.77,19.4%,0.316,0.030
WA,1980Q2,68759.99,56213.59,12546.40,18.2%,0.321,0.028
WA,1980Q3,69638.13,57778.22,11859.91,17.0%,0.325,0.027
WA,1980Q4,70325.64,59163.73,11161.92,15.9%,0.328,0.026
WA,1981Q1,70945.06,60327.23,10617.83,15.0%,0.331,0.024
WA,1981Q2,71588.01,61352.15,10235.85,14.3%,0.334,0.024
WA,1981Q3,72110.51,62378.05,9732.46,13.5%,0.337,0.023
WA,1981Q4,72430.44,63538.59,8891.85,12.3%,0.338,0.021
WA,1982Q1,72549.80,64913.45,7636.35,10.5%,0.339,0.018
WA,1982Q2,72565.35,66387.72,6177.63,8.5%,0.339,0.014
WA,1982Q3,72668.96,67784.11,4884.86,6.7%,0.339,0.011
WA,1982Q4,73003.78,68928.44,4075.34,5.6%,0.341,0.010
WA,1983Q1,73404.13,69685.21,3718.92,5.1%,0.343,0.009
WA,1983Q2,73781.27,70092.20,3689.06,5.0%,0.345,0.009
WA,1983Q3,74192.26,70482.64,3709.61,5.0%,0.346,0.009
WA,1983Q4,74745.58,71008.30,3737.28,5.0%,0.349,0.011
WA,1984Q1,75458.56,71685.63,3772.93,5.0%,0.352,0.013
WA,1984Q2,76260.40,72447.38,3813.02,5.0%,0.356,0.017
WA,1984Q3,77090.58,73236.05,3854.53,5.0%,0.360,0.022
WA,1984Q4,77887.75,73993.36,3894.39,5.0%,0.364,0.026
WA,1985Q1,78624.31,74693.10,3931.22,5.0%,0.367,0.028
WA,1985Q2,79317.37,75351.50,3965.87,5.0%,0.370,0.030
WA,1985Q3,80002.58,76002.45,4000.13,5.0%,0.374,0.031
WA,1985Q4,80703.81,76668.62,4035.19,5.0%,0.377,0.032
WA,1986Q1,81433.51,77288.35,4145.16,5.1%,0.380,0.035
WA,1986Q2,82173.83,77525.77,4648.06,5.7%,0.384,0.039
WA,1986Q3,82927.64,77748.87,5178.77,6.2%,0.387,0.044
WA,1986Q4,83703.00,78050.59,5652.40,6.8%,0.391,0.048
WA,1987Q1,84498.54,78492.58,6005.96,7.1%,0.395,0.051
WA,1987Q2,85326.72,79032.39,6294.33,7.4%,0.398,0.054
WA,1987Q3,86234.13,79591.42,6642.71,7.7%,0.403,0.057
WA,1987Q4,87302.42,80094.68,7207.74,8.3%,0.408,0.062
WA,1988Q1,88634.99,80502.58,8132.41,9.2%,0.414,0.070
WA,1988Q2,90324.08,80868.65,9455.43,10.5%,0.422,0.082
WA,1988Q3,92501.99,81294.54,11207.46,12.1%,0.432,0.097
WA,1988Q4,95326.20,81876.50,13449.70,14.1%,0.445,0.117
WA,1989Q1,98973.24,82677.50,16295.74,16.5%,0.462,0.143
WA,1989Q2,103480.02,83619.82,19860.20,19.2%,0.483,0.175
WA,1989Q3,108733.07,84591.88,24141.19,22.2%,0.508,0.214
WA,1989Q4,114456.75,85479.64,28977.11,25.3%,0.534,0.258
WA,1990Q1,120192.13,86208.53,33983.60,28.3%,0.561,0.304
WA,1990Q2,125383.40,86807.50,38575.90,30.8%,0.586,0.347
WA,1990Q3,129517.18,87367.31,42149.87,32.5%,0.605,0.380
WA,1990Q4,132729.16,87971.58,44757.57,33.7%,0.620,0.406
WA,1991Q1,135208.68,88634.69,46573.99,34.4%,0.631,0.424
WA,1991Q2,137138.25,89444.43,47693.83,34.8%,0.640,0.436
WA,1991Q3,138761.10,90303.69,48457.41,34.9%,0.648,0.445
WA,1991Q4,140311.13,91164.37,49146.76,35.0%,0.655,0.453
WA,1992Q1,141857.57,92142.88,49714.70,35.0%,0.662,0.463
WA,1992Q2,143474.47,92866.39,50608.08,35.3%,0.670,0.473
WA,1992Q3,145224.70,93496.98,51727.72,35.6%,0.678,0.485
WA,1992Q4,147098.79,94041.41,53057.39,36.1%,0.687,0.499
WA,1993Q1,149113.03,94340.70,54772.33,36.7%,0.696,0.514
WA,1993Q2,151297.38,94860.42,56436.96,37.3%,0.707,0.530
WA,1993Q3,153628.49,95486.12,58142.37,37.8%,0.717,0.547
WA,1993Q4,156014.39,96277.02,59737.37,38.3%,0.729,0.563
WA,1994Q1,158328.18,97223.49,61104.69,38.6%,0.739,0.577
WA,1994Q2,160435.57,98324.22,62111.35,38.7%,0.749,0.589
WA,1994Q3,162216.58,99416.66,62799.92,38.7%,0.758,0.597
WA,1994Q4,163636.20,100375.65,63260.55,38.7%,0.764,0.604
WA,1995Q1,164710.39,101280.88,63429.51,38.5%,0.769,0.610
WA,1995Q2,165504.34,101834.79,63669.54,38.5%,0.773,0.615
WA,1995Q3,166236.30,102335.88,63900.42,38.4%,0.776,0.620
WA,1995Q4,167038.54,102921.79,64116.74,38.4%,0.780,0.624
WA,1996Q1,167978.70,103565.78,64412.92,38.3%,0.784,0.627
WA,1996Q2,169103.56,104473.33,64630.23,38.2%,0.790,0.631
WA,1996Q3,170462.49,105395.66,65066.83,38.2%,0.796,0.637
WA,1996Q4,172122.51,106204.48,65918.03,38.3%,0.804,0.648
WA,1997Q1,174162.99,106853.84,67309.15,38.6%,0.813,0.665
WA,1997Q2,176606.95,107365.28,69241.66,39.2%,0.825,0.687
WA,1997Q3,179421.70,107928.83,71492.87,39.8%,0.838,0.712
WA,1997Q4,182511.83,108699.44,73812.39,40.4%,0.852,0.738
WA,1998Q1,185822.62,109857.29,75965.33,40.9%,0.868,0.763
WA,1998Q2,189244.56,111096.58,78147.98,41.3%,0.884,0.788
WA,1998Q3,192647.52,112321.55,80325.98,41.7%,0.900,0.813
WA,1998Q4,195994.83,113356.76,82638.08,42.2%,0.915,0.839
WA,1999Q1,199253.67,114071.76,85181.91,42.8%,0.930,0.867
WA,1999Q2,202428.29,114566.57,87861.72,43.4%,0.945,0.897
WA,1999Q3,205499.96,114972.95,90527.01,44.1%,0.960,0.926
WA,1999Q4,208483.11,115429.77,93053.34,44.6%,0.974,0.954
WA,2000Q1,211354.19,115802.88,95551.31,45.2%,0.987,0.978
WA,2000Q2,214138.30,116688.84,97449.46,45.5%,1.000,1.000
WA,2000Q3,216927.50,117823.27,99104.23,45.7%,1.013,1.020
WA,2000Q4,219762.35,119186.22,100576.13,45.8%,1.026,1.039
WA,2001Q1,222639.27,121103.18,101536.09,45.6%,1.040,1.058
WA,2001Q2,225530.97,122660.17,102870.80,45.6%,1.053,1.076
WA,2001Q3,228459.02,124127.03,104331.99,45.7%,1.067,1.094
WA,2001Q4,231430.59,125421.99,106008.60,45.8%,1.081,1.115
WA,2002Q1,234500.21,126273.87,108226.34,46.2%,1.095,1.138
WA,2002Q2,237683.87,127133.02,110550.85,46.5%,1.110,1.165
WA,2002Q3,241056.56,127786.03,113270.53,47.0%,1.126,1.196
WA,2002Q4,244755.09,128218.26,116536.83,47.6%,1.143,1.233
WA,2003Q1,248853.83,128535.42,120318.41,48.3%,1.162,1.277
WA,2003Q2,253537.73,128986.69,124551.04,49.1%,1.184,1.325
WA,2003Q3,259007.36,130052.70,128954.66,49.8%,1.210,1.374
WA,2003Q4,265398.86,132170.67,133228.19,50.2%,1.239,1.423
WA,2004Q1,272781.28,135563.20,137218.08,50.3%,1.274,1.468
WA,2004Q2,281182.24,139861.31,141320.93,50.3%,1.313,1.515
WA,2004Q3,290650.32,144390.01,146260.31,50.3%,1.357,1.571
WA,2004Q4,301290.97,148508.39,152782.58,50.7%,1.407,1.644
WA,2005Q1,313064.55,151664.05,161400.50,51.6%,1.462,1.740
WA,2005Q2,325842.76,154234.25,171608.51,52.7%,1.522,1.854
WA,2005Q3,339171.51,156508.75,182662.76,53.9%,1.584,1.979
WA,2005Q4,352448.10,158852.55,193595.55,54.9%,1.646,2.103
WA,2006Q1,365199.89,161625.34,203574.55,55.7%,1.705,2.218
WA,2006Q2,376968.59,164466.73,212501.86,56.4%,1.760,2.323
WA,2006Q3,387336.67,167230.04,220106.62,56.8%,1.809,2.413
WA,2006Q4,395948.90,169672.04,226276.86,57.1%,1.849,2.488
WA,2007Q1,402351.49,171733.73,230617.76,57.3%,1.879,2.544
WA,2007Q2,406005.44,173494.51,232510.92,57.3%,1.896,2.572
WA,2007Q3,406720.93,175421.93,231299.00,56.9%,1.899,2.566
WA,2007Q4,404455.91,177906.36,226549.55,56.0%,1.889,2.520
WA,2008Q1,399545.05,181229.82,218315.24,54.6%,1.866,2.435
WA,2008Q2,392649.04,184928.70,207720.34,52.9%,1.834,2.322
WA,2008Q3,384508.05,188519.11,195988.94,51.0%,1.796,2.196
WA,2008Q4,375985.58,191476.43,184509.15,49.1%,1.756,2.071
WA,2009Q1,367927.73,193400.84,174526.88,47.4%,1.718,1.962
WA,2009Q2,360581.51,194484.07,166097.44,46.1%,1.684,1.871
WA,2009Q3,354251.24,195016.03,159235.21,44.9%,1.654,1.796
WA,2009Q4,348827.68,195299.06,153528.62,44.0%,1.629,1.734
WA,2010Q1,343670.77,195368.57,148302.20,43.2%,1.605,1.674
WA,2010Q2,338185.92,195981.83,142204.09,42.0%,1.579,1.608
WA,2010Q3,332115.24,197042.69,135072.56,40.7%,1.551,1.531
WA,2010Q4,325669.26,198697.49,126971.77,39.0%,1.521,1.443
WA,2011Q1,319434.52,201192.69,118241.83,37.0%,1.492,1.350
WA,2011Q2,314212.58,203756.39,110456.18,35.2%,1.467,1.265
WA,2011Q3,310878.39,206179.16,104699.23,33.7%,1.452,1.203
WA,2011Q4,309961.74,208060.15,101901.59,32.9%,1.447,1.174
WA,2012Q1,311753.78,209090.33,102663.45,32.9%,1.456,1.185
WA,2012Q2,316030.53,209650.07,106380.47,33.7%,1.476,1.231
WA,2012Q3,322124.18,210108.57,112015.60,34.8%,1.504,1.299
WA,2012Q4,329331.87,210876.61,118455.27,36.0%,1.538,1.378
WA,2013Q1,336864.31,212266.08,124598.22,37.0%,1.573,1.453
WA,2013Q2,344309.78,214198.84,130110.94,37.8%,1.608,1.521
WA,2013Q3,351411.98,216498.32,134913.67,38.4%,1.641,1.581
WA,2013Q4,357984.54,218987.25,138997.29,38.8%,1.672,1.633
WA,2014Q1,364483.42,223335.79,141147.64,38.7%,1.702,1.663
WA,2014Q2,371255.96,223792.08,147463.88,39.7%,1.734,1.742
WA,2014Q3,378529.06,228774.56,149754.49,39.6%,1.768,1.773
WA,2014Q4,386549.88,233655.75,152894.13,39.6%,1.805,1.815
WA,2015Q1,395469.79,234139.94,161329.85,40.8%,1.847,1.920
WA,2015Q2,405220.96,232169.49,173051.47,42.7%,1.892,2.065
WA,2015Q3,415579.82,233714.67,181865.15,43.8%,1.941,2.176
WA,2015Q4,426388.20,236225.74,190162.46,44.6%,1.991,2.281
WA,2016Q1,437379.59,238898.44,198481.15,45.4%,2.043,2.387
WV,1975Q1,21952.35,20854.73,1097.62,5.0%,0.247,0.001
WV,1975Q2,23354.94,21387.11,1967.83,8.4%,0.263,0.001
WV,1975Q3,24476.81,21449.43,3027.38,12.4%,0.275,0.002
WV,1975Q4,25265.72,21557.23,3708.49,14.7%,0.284,0.002
WV,1976Q1,25840.88,21777.93,4062.95,15.7%,0.291,0.003
WV,1976Q2,26405.50,22101.98,4303.53,16.3%,0.297,0.003
WV,1976Q3,27024.62,22523.23,4501.39,16.7%,0.304,0.003
WV,1976Q4,27783.90,23030.74,4753.15,17.1%,0.313,0.003
WV,1977Q1,28748.53,23603.39,5145.13,17.9%,0.324,0.004
WV,1977Q2,29840.36,24220.09,5620.27,18.8%,0.336,0.004
WV,1977Q3,30916.19,24835.89,6080.30,19.7%,0.348,0.004
WV,1977Q4,32028.63,25411.69,6616.94,20.7%,0.360,0.005
WV,1978Q1,32982.30,25926.99,7055.31,21.4%,0.371,0.005
WV,1978Q2,33760.75,26412.65,7348.10,21.8%,0.380,0.005
WV,1978Q3,34509.64,26927.93,7581.71,22.0%,0.388,0.005
WV,1978Q4,35302.38,27528.84,7773.53,22.0%,0.397,0.005
WV,1979Q1,36266.92,28255.05,8011.87,22.1%,0.408,0.006
WV,1979Q2,37493.97,29066.40,8427.57,22.5%,0.422,0.006
WV,1979Q3,38907.60,29909.61,8997.99,23.1%,0.438,0.006
WV,1979Q4,40434.14,30729.34,9704.80,24.0%,0.455,0.007
WV,1980Q1,41909.53,31475.57,10433.96,24.9%,0.472,0.007
WV,1980Q2,43183.25,32168.47,11014.78,25.5%,0.486,0.008
WV,1980Q3,44053.52,32818.97,11234.55,25.5%,0.496,0.008
WV,1980Q4,44591.88,33444.37,11147.51,25.0%,0.502,0.008
WV,1981Q1,44553.99,34074.82,10479.17,23.5%,0.501,0.008
WV,1981Q2,44217.24,34714.82,9502.42,21.5%,0.498,0.007
WV,1981Q3,44054.86,35409.19,8645.67,19.6%,0.496,0.006
WV,1981Q4,43795.75,36191.75,7604.00,17.4%,0.493,0.005
WV,1982Q1,43577.36,37071.50,6505.86,14.9%,0.490,0.005
WV,1982Q2,45128.67,37974.87,7153.80,15.9%,0.508,0.005
WV,1982Q3,43565.55,38797.27,4768.28,10.9%,0.490,0.003
WV,1982Q4,42615.14,39436.79,3178.34,7.5%,0.480,0.002
WV,1983Q1,42324.80,39823.00,2501.80,5.9%,0.476,0.002
WV,1983Q2,42359.88,40020.77,2339.11,5.5%,0.477,0.002
WV,1983Q3,42643.97,40125.59,2518.37,5.9%,0.480,0.002
WV,1983Q4,42969.70,40234.16,2735.54,6.4%,0.484,0.002
WV,1984Q1,43259.02,40423.88,2835.14,6.6%,0.487,0.002
WV,1984Q2,43396.12,40689.49,2706.63,6.2%,0.488,0.002
WV,1984Q3,43478.07,41007.91,2470.16,5.7%,0.489,0.002
WV,1984Q4,43597.45,41355.36,2242.09,5.1%,0.491,0.002
WV,1985Q1,43903.85,41708.65,2195.19,5.0%,0.494,0.002
WV,1985Q2,44319.90,42103.90,2215.99,5.0%,0.499,0.002
WV,1985Q3,44759.22,42521.26,2237.96,5.0%,0.504,0.002
WV,1985Q4,45264.29,43001.07,2263.21,5.0%,0.509,0.002
WV,1986Q1,45922.99,43626.84,2296.15,5.0%,0.517,0.002
WV,1986Q2,46603.27,44273.11,2330.16,5.0%,0.525,0.003
WV,1986Q3,47245.41,44883.14,2362.27,5.0%,0.532,0.004
WV,1986Q4,47831.96,45440.36,2391.60,5.0%,0.538,0.004
WV,1987Q1,48313.62,45897.93,2415.68,5.0%,0.544,0.005
WV,1987Q2,48707.00,46271.65,2435.35,5.0%,0.548,0.005
WV,1987Q3,49030.45,46578.93,2451.52,5.0%,0.552,0.005
WV,1987Q4,49375.46,46906.69,2468.77,5.0%,0.556,0.005
WV,1988Q1,49778.10,47289.20,2488.91,5.0%,0.560,0.005
WV,1988Q2,50249.21,47736.75,2512.46,5.0%,0.566,0.006
WV,1988Q3,50747.03,48209.68,2537.35,5.0%,0.571,0.007
WV,1988Q4,51295.70,48730.92,2564.79,5.0%,0.577,0.007
WV,1989Q1,51934.73,49338.00,2596.74,5.0%,0.585,0.009
WV,1989Q2,52639.08,50007.12,2631.95,5.0%,0.592,0.010
WV,1989Q3,53313.21,50647.55,2665.66,5.0%,0.600,0.012
WV,1989Q4,53971.90,51273.30,2698.59,5.0%,0.607,0.013
WV,1990Q1,54627.11,51895.76,2731.36,5.0%,0.615,0.015
WV,1990Q2,55275.73,52511.94,2763.79,5.0%,0.622,0.016
WV,1990Q3,55821.69,53030.61,2791.08,5.0%,0.628,0.017
WV,1990Q4,56329.94,53513.44,2816.50,5.0%,0.634,0.017
WV,1991Q1,56856.30,54013.49,2842.82,5.0%,0.640,0.018
WV,1991Q2,57445.95,54573.65,2872.30,5.0%,0.647,0.018
WV,1991Q3,58148.25,55240.84,2907.41,5.0%,0.654,0.020
WV,1991Q4,58979.86,56030.87,2948.99,5.0%,0.664,0.024
WV,1992Q1,59887.63,56893.24,2994.38,5.0%,0.674,0.030
WV,1992Q2,60852.58,57809.95,3042.63,5.0%,0.685,0.038
WV,1992Q3,61814.19,58723.48,3090.71,5.0%,0.696,0.048
WV,1992Q4,62833.12,59691.46,3141.66,5.0%,0.707,0.060
WV,1993Q1,63939.04,60742.08,3196.95,5.0%,0.720,0.076
WV,1993Q2,65143.76,61886.58,3257.19,5.0%,0.733,0.097
WV,1993Q3,66384.75,63065.51,3319.24,5.0%,0.747,0.125
WV,1993Q4,67631.79,64250.20,3381.59,5.0%,0.761,0.163
WV,1994Q1,68908.28,65462.87,3445.41,5.0%,0.776,0.220
WV,1994Q2,70165.60,65905.52,4260.08,6.1%,0.790,0.292
WV,1994Q3,71385.42,66205.47,5179.95,7.3%,0.803,0.356
WV,1994Q4,72505.48,66860.14,5645.34,7.8%,0.816,0.388
WV,1995Q1,73503.93,67978.28,5525.65,7.5%,0.827,0.380
WV,1995Q2,74372.08,69370.88,5001.20,6.7%,0.837,0.345
WV,1995Q3,75200.53,70803.54,4396.99,5.8%,0.846,0.303
WV,1995Q4,75995.43,72035.48,3959.95,5.2%,0.855,0.273
WV,1996Q1,76717.90,72882.00,3835.89,5.0%,0.863,0.264
WV,1996Q2,77361.62,73493.54,3868.08,5.0%,0.871,0.274
WV,1996Q3,77965.03,74066.78,3898.25,5.0%,0.878,0.297
WV,1996Q4,78542.87,74615.73,3927.14,5.0%,0.884,0.331
WV,1997Q1,79182.45,75223.32,3959.12,5.0%,0.891,0.377
